Nof lines WG output:   320
Nof lines PFFT output: 320
      23     -46
      78     -35
     -96    -126
      37      61
      14      14
     -56     -32
     -18      58
      15     -73
     127       0
     118     -10
     -58      14
     127       0
      31     -37
      -3      -1
      30      -7
      -9      27
      -5      47
      64      47
      60     -37
      60       3
      29     -52
     -52     -48
      31       0
      70      65
      21     -33
      44      16
      31     -10
     -13      48
      13     -46
     -34       1
      38      24
     -49      47
      66      -4
       4     -82
     -64     -19
     -32     -77
     -45      36
     100     -38
     -26       4
      32     -23
      -8      13
      38     -26
     -33      21
     -60      32
     -61      73
      21      -8
      -8     -91
      -8     -36
      61      58
      12     -46
       8      41
      68       5
     -34      61
      30     -84
      36      -8
     -10     -52
       9     124
     -50      35
     -49      59
       4     -45
      31     -20
     110     -12
     -28      47
       8     -12
      30     -13
     -88     -36
     -15     -48
     -35     108
     -67      71
      22      13
      12     -54
       1     -37
     -57      -8
      48      34
      15     -57
     -13     -99
       1     -62
     -11      14
     -75      17
     -12      19
     -35      -6
     -42       8
     -49     -20
     -23      37
     -85     -58
      41      19
      22     -36
      -1     -14
      -1      24
     -34      44
      43     -48
      -6      54
     -30      28
      58      -3
     -10      -8
     -25      -9
     -13     -64
       1     -19
       2      -7
      35      12
      65     -11
      20      19
      -9      17
      27     -53
       8     -40
     -44     -32
      41     -22
      13     -14
       6       1
      22    -128
      11     -19
     -40      53
      -7     -46
      -6      40
     -23      15
      72      -1
     -37       8
     -21     -67
     -30      -4
     -50      68
      -8       4
     -12       2
      65     -31
     -11      -1
     -45      10
      68      18
      53     -16
     -10     -10
      86      51
     -96     -69
      95      -1
      14     -83
      43      44
     -71      37
     -25       0
     -12      -3
      18    -106
     -71      25
      20     -94
     -52     -99
       3       3
      28     -40
      14      18
      46      29
      43      37
     -28     -29
      11      19
     -40       4
     -56      35
      39      23
       0      38
      -2      -6
      39      -6
      25      43
      15     -91
      53     -22
      40     -54
      10     -16
     -29      28
     -28      35
     -43     -33
     -20     -77
       6      79
     -12     -26
      13       4
      17      24
     -40       5
      -8     -39
     -91     -20
      49      -5
     -27      63
     -51     -37
     -11      33
     -61      13
      -1     -10
     -24     -45
      93     -12
      49      -4
    -107     -63
      19       8
     -60     -35
     -11      -4
       7      14
      32     -39
     -12     -12
      67      15
     -21     -78
      14      44
      28     103
       4      41
      38     -13
      14      18
     -44     -12
      80     -23
      40     -13
      34     -47
     -37     -21
      14      -8
     -24       2
     -13      -3
     -24      26
     -44       5
     -39      77
      -9      13
     -72      77
      26     -31
      -5      22
      30     -11
      12      26
      21      25
     -63     -93
     -44     -57
     -19     -61
       5      17
      48      63
     -12     -14
      54      35
      20      23
      50     -45
       5      17
     -28     -32
     -63      65
       7      -1
      35      70
     -18       8
      25     -13
