41,0
41,0
21,0
-9,-35
-18,-77
35,5
-36,0
10,-33
-31,29
-30,1
2,54
-12,-15
76,6
-36,-5
33,-37
-13,86
21,-13
78,3
-16,-79
44,-17
-29,-28
41,-32
-34,24
-15,-98
-7,0
-58,21
-39,-18
-23,22
-26,58
24,-14
32,15
23,12
3,0
5,-40
7,1
-38,-32
11,-11
1,20
-35,-9
-19,-7
-24,54
-36,-1
6,34
20,5
10,-2
-3,40
67,10
-17,-21
19,-4
-10,8
-46,-13
47,9
26,0
-70,-30
10,9
-24,62
0,3
19,26
20,0
8,66
-1,-12
52,27
-7,-14
37,16
640,0
1134,0
476,-67
911,-226
200,-732
712,-97
-205,15
604,-698
-165,399
100,-308
522,655
370,-177
964,8
179,141
654,-513
675,756
531,-482
1303,-6
81,-921
1161,-464
-509,-620
908,-655
-551,105
391,-1375
-242,-88
-175,-296
-429,156
52,-62
-308,742
404,-209
348,495
337,-179
66,246
216,-685
113,348
-324,-419
171,81
-11,-41
-206,118
-109,-75
112,684
-382,169
601,849
59,338
549,524
192,358
876,286
-14,35
645,-131
106,461
289,35
438,300
730,131
-261,161
505,141
58,1068
309,-45
609,1025
725,70
804,1027
391,-148
1351,807
330,-87
1450,462
176,0
246,0
406,-361
372,-638
-4,-463
858,-616
-466,-488
773,-273
16,-155
5,257
756,65
-488,403
1215,-305
-805,181
985,-624
-109,123
881,-845
486,-294
698,-942
357,-934
141,-620
366,-1267
252,37
-396,-1552
285,311
-813,-1621
-26,348
-30,-1377
385,627
409,-1374
1024,636
856,-1431
1170,688
911,-1271
1197,1286
415,-794
867,1661
354,-572
-115,2050
548,-658
-764,2050
685,-116
-412,1343
763,376
141,992
944,375
288,899
644,665
-20,605
260,924
-502,682
256,519
-632,249
-144,513
-230,-333
-152,872
-25,-68
490,712
-4,-134
1021,616
121,-431
1532,502
170,-247
1901,278
153,0
222,0
426,-400
334,-696
-32,-425
912,-669
-498,-512
800,-220
27,-171
46,295
741,51
-527,440
1236,-291
-844,176
999,-618
-134,102
873,-875
506,-265
688,-956
364,-931
154,-603
392,-1311
271,12
-443,-1503
279,345
-851,-1657
-54,333
-17,-1392
387,603
404,-1389
1016,617
887,-1472
1224,685
934,-1256
1253,1272
426,-791
892,1695
333,-559
-104,2129
543,-678
-824,2102
728,-122
-472,1299
777,373
166,968
943,387
306,902
679,714
-10,629
244,931
-519,694
233,522
-703,246
-157,537
-230,-376
-182,863
27,-50
465,688
-41,-158
1029,625
134,-447
1540,487
172,-246
1915,263
153,0
222,0
426,-400
334,-696
-32,-425
912,-669
-498,-512
800,-220
27,-171
46,295
741,51
-527,440
1236,-291
-844,176
999,-618
-134,102
873,-875
506,-265
688,-956
364,-931
154,-603
392,-1311
271,12
-443,-1503
279,345
-851,-1657
-54,333
-17,-1392
387,603
404,-1389
1016,617
887,-1472
1224,685
934,-1256
1253,1272
426,-791
892,1695
333,-559
-104,2129
543,-678
-824,2102
728,-122
-472,1299
777,373
166,968
943,387
306,902
679,714
-10,629
244,931
-519,694
233,522
-703,246
-157,537
-230,-376
-182,863
27,-50
465,688
-41,-158
1029,625
134,-447
1540,487
172,-246
1915,263
153,0
222,0
426,-400
334,-696
-32,-425
912,-669
-498,-512
800,-220
27,-171
46,295
741,51
-527,440
1236,-291
-844,176
999,-618
-134,102
873,-875
506,-265
688,-956
364,-931
154,-603
392,-1311
271,12
-443,-1503
279,345
-851,-1657
-54,333
-17,-1392
387,603
404,-1389
1016,617
887,-1472
1224,685
934,-1256
1253,1272
426,-791
892,1695
333,-559
-104,2129
543,-678
-824,2102
728,-122
-472,1299
777,373
166,968
943,387
306,902
679,714
-10,629
244,931
-519,694
233,522
-703,246
-157,537
-230,-376
-182,863
27,-50
465,688
-41,-158
1029,625
134,-447
1540,487
172,-246
1915,263
153,0
222,0
426,-400
334,-696
-32,-425
912,-669
-498,-512
800,-220
27,-171
46,295
741,51
-527,440
1236,-291
-844,176
999,-618
-134,102
873,-875
506,-265
688,-956
364,-931
154,-603
392,-1311
271,12
-443,-1503
279,345
-851,-1657
-54,333
-17,-1392
387,603
404,-1389
1016,617
887,-1472
1224,685
934,-1256
1253,1272
426,-791
892,1695
333,-559
-104,2129
543,-678
-824,2102
728,-122
-472,1299
777,373
166,968
943,387
306,902
679,714
-10,629
244,931
-519,694
233,522
-703,246
-157,537
-230,-376
-182,863
27,-50
465,688
-41,-158
1029,625
134,-447
1540,487
172,-246
1915,263
153,0
222,0
426,-400
334,-696
-32,-425
912,-669
-498,-512
800,-220
27,-171
46,295
741,51
-527,440
1236,-291
-844,176
999,-618
-134,102
873,-875
506,-265
688,-956
364,-931
154,-603
392,-1311
271,12
-443,-1503
279,345
-851,-1657
-54,333
-17,-1392
387,603
404,-1389
1016,617
887,-1472
1224,685
934,-1256
1253,1272
426,-791
892,1695
333,-559
-104,2129
543,-678
-824,2102
728,-122
-472,1299
777,373
166,968
943,387
306,902
679,714
-10,629
244,931
-519,694
233,522
-703,246
-157,537
-230,-376
-182,863
27,-50
465,688
-41,-158
1029,625
134,-447
1540,487
172,-246
1915,263
