64,0
702,0
114,109
635,-138
259,236
557,-47
547,215
606,-123
584,-358
516,55
180,-326
758,12
98,-137
704,-243
134,-101
650,-351
158,-131
450,-331
127,-78
324,-243
158,-182
476,-28
-60,-268
608,-168
-215,6
652,-370
-56,161
448,-692
-57,56
16,-529
-112,168
-104,-206
-80,329
176,-91
59,381
131,-105
146,471
41,-166
353,502
-15,-56
405,267
106,99
341,138
-20,3
252,233
-54,252
333,408
189,280
556,291
-4,328
632,208
125,536
494,-6
382,634
460,15
647,570
473,-7
595,335
407,3
675,532
315,3
990,359
489,98
959,191
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
-116,0
766,0
-127,29
469,202
71,-67
149,166
613,-200
13,-47
604,-470
116,-76
243,-697
363,36
366,-603
210,-28
587,-437
-205,-331
651,-331
-371,-680
694,-219
-448,-657
674,-207
-305,-804
436,-234
130,-1096
388,-21
385,-1329
687,236
224,-1588
765,411
71,-1596
678,651
256,-1118
729,1077
445,-948
587,1465
779,-1014
330,1568
919,-663
385,1424
708,-245
446,1370
714,-142
-17,1446
731,11
-554,1264
582,432
-557,981
506,493
-336,668
397,567
-79,318
260,847
-60,284
334,768
-353,209
626,485
-350,-180
674,338
-14,-342
789,339
114,-42
1160,183
105,25
1354,90
