0,1,-10610,12040
0,1,-13502,-24111
0,1,16142,14596
0,1,-32090,-25535
0,0,-29592,-25067
0,0,11004,9222
0,0,6781,-11218
0,0,1711,10080
0,1,15054,16327
0,1,13582,5451
0,1,18440,15730
0,1,-13895,-17378
0,0,12617,15398
0,0,3714,30840
0,0,-6781,24046
0,0,-28731,-27116
0,0,18361,-8753
0,0,-10644,-8572
0,0,7069,12126
0,0,15810,6419
0,1,-25898,18963
0,1,-24386,-8673
0,1,3247,-19265
0,1,-968,-27087
0,1,25589,17821
0,1,19592,-19288
0,1,15357,-7322
0,1,-29403,3393
0,0,-27991,-17763
0,0,-26965,9302
0,0,19552,-1017
0,0,29032,-22816
